
//
// Prithviraj 1: "Born of Fire"
//

65500	"Prithviraj"
65608	"1. You are restricted to a population limit of 200.\n\n2. To hunt a tiger, Prithviraj must know when to stand and fight - preferably on a hill - or run. Although he cannot outrun the beast for very long, even a few moments will help him recover his health.\n\n3. The Rajput clans war with each other as much as with Prithviraj. Take advantage of this infighting by striking your enemies when they attack each other.\n\n4. The Chaulukya, Soomra, and Lohara will become your allies when their Kings are dead. Take care to not cause too much destruction in their lands.\n\n5. Though Jayachandra is your chief rival, it is not necessary to defeat him. By killing the rajas and destroying the Naga, Prithviraj will have victory."
65609	"Your scouts report:\n\n- Prithviraj has resumed his hunt, but enemies force him back to Ajmer. He will need to defeat the rival rajas to rule Rajasthan.\n\n- Jayachandra (Red) has begun his conquests by seizing the territory between the Ganga and Yamuna Rivers - perilously close to Ajmer. His army is diverse but he prizes his Elephant Archers above all.\n\n- The Chaulukya (Purple) command the seas from the Gujarat Peninsula southwest of Ajmer. They have a formidable navy and armies of camels and cavalry.\n\n- The Soomra (Yellow) control the Indus River from their coastal base in the delta to the west. They have borrowed cavalry and archer tactics from their former Muslim overlords.\n\n- The Lohara (Cyan) defend the Kashmiri mountains to the north with infantry, skirmishers, siege, and Monks.\n\n- Finally, various other factions challenge Prithviraj. The Naga (Green) are fierce serpent people of the southern forests while the Dacoits (Orange) are bandits pushed to the desert and mountain fringes, where they ambush passing travellers."
65610	"<BLUE>Kaimbasa: Follow the animal bones, my raja, and you will find your prey. Be careful. Not even a raja can stand toe-to-toe with the mighty tiger."
65611	"<BLUE>Kaimbasa: Ha ha! A successful hunt! Let us return quickly to Ajmer, my raja. Your rivals are themselves hunting, but princes instead of tigers."
65612	"<BLUE>Kaimbasa: Naga! We will have to pass these serpents to reach our boat back to Ajmer!"
65613	"<BLUE>Kaimbasa: A temple of snakes and reptiles! The Naga priests curse and doom us! We must sail away quickly. We will return later to purge the Naga from this river."
65614	"<BLUE>Kaimbasa: Ah... It is good to be back in Ajmer. But I will not sit idle while my king does not rule Rajasthan. I saved this gold in the treasury just for this occassion."
65615	"<BLUE>Kaimbasa: Begone, serpents! Slither back into your holes!"
65616	"<BLUE>Kaimbasa: Look at Jayachandra running back to Kannauj like a chastened child! Raja, your Digvijaya will be sung by the poets for centuries!"
65617	"<BLUE>Kaimbasa: My raja! It was not your fate to die like this!"
65618	"<AQUA>Lohara: We bow to you, son of Chauhan! May this alliance stand firm and timeless as the mountains of the Himalaya!"
65619	"<PURPLE>Chaulukya: We lay our swords before the Chauhan clan. May word of our friendship spread by sea throughout the world!"
65620	"<YELLOW>Soomra: We bow to you, Raja, but I must warn you. There are enemies to the west who look enviously upon you."
65621	"+ Find and kill the Tiger by following the trail of animal remains."
65622	"+ Bring Prithviraj to his horse at the hunting lodge."
65623	"+ Bring Prithviraj to the Town Center in Ajmer."
65624	"+ Prithviraj must survive."
65625	"+ Kill the enemy rajas."
65628	"+ Purge the Naga by destroying their Wonder."
65629	"+ Find and kill the Tiger by following the trail of animal remains."
65630	"+ Bring Prithviraj to his horse at the hunting lodge."
65631	"+ Bring Prithviraj to the Town Center in Ajmer."
65632	"+ Prithviraj must survive."
65633	"+ <Variable 1>/3 rajas killed."
65636	"+ Destroy the Naga Wonder."
65637	"Prithviraj"
65638	"Hunting Lodge"
65639	"Vantideva"
65640	"Bhima"
65641	"Dodo Soomro"
65642	"Naga"

//
// Prithviraj 3: "The Elopement"
//

65700	"Prithviraj"
65701	"Lal Kot"
65702	"Kannauj"
65703	"Yadavas"
65704	"Jayachandra"
65705	"Chaulukyas"
65706	"Sanyogita"
65708	"1. A large army would be noticed by Jayachandra's spies. You are therefore restricted to a 50 population limit and cannot construct new buildings.\n\n2. More units can be raised at friendly camps. The Chaulukyas will also provide help if you reach their two towns.\n\n3. Monks and siege weapons will make even a small force much more effective. Protect these vulnerable but helpful units.\n\n4. A king makes his own path. Do not forget that certain siege weapons can help clear forests and open up new routes of travel.\n\n5. According to legends, Prithviraj fought his way into Kannauj, but there may be a way to slip quietly into the city."
65709	"Your scouts report:\n\n- Prithviraj intends to rescue Sanyogita before she is forced to wed. He must reach Kannauj (Purple) and then bring the princess safely to Lal Kot (Green) before the season ends.\n\n- Jayachandra (Red) guards Kannauj and the paths to the city with a diverse army, but has no cavalry. Take advantage of the speed of Prithviraj's horsemen when fighting Jayachandra.\n\n- The Chaulukyas (Yellow) have two nearby towns and will aid Prithviraj in his quest with siege weapons and Elephant Archers.\n\n- The Yadavas (Orange), taking advantage of Rajput infighting, have invaded from the Deccan. Their elephants and fleet-footed infantry dominate the south."
65710	"<BLUE>Kaimbasa: Many dangers await you, my raja, but love will conquer all. Though there are many paths on your journey, a king makes his own way."
65711	"<BLUE>Kaimbasa: She is as beautiful as the lotus flowering from a midnight pond. Protect her well, my raja."
65712	"<BLUE>Kaimbasa: So quick! I did not have enough time to prepare! Fetch the musicians! Jaldee karo! Our raja will be wed!"
65713	"<BLUE>Kaimbasa: Fetch the musicians, the dancers! Make all preparations for the baraat! Our dear raja will be wed!"
65714	"<BLUE>Kaimbasa: The Yadavas have been trounced. They will not dare to venture into Rajput lands again! "
65715	"<BLUE>Kaimbasa: Our raja has fallen! All is lost!"
65716	"<BLUE>Kaimbasa: Sanyogita has been killed! Our raja's heart is torn asunder! "
65717	"-- Castle Age research complete. --"
65718	"+ Rescue Sanyogita and bring her to the Wonder in Lal Kot."
65719	"+ Sanyogita and Prithviraj must survive."
65720	"- Kill or convert the elephants of the Yadavas."
65721	"- Win with at least 550 years remaining on the timer."
65722	"+ Rescue Sanyogita and bring her to the Wonder."
65723	"+ Sanyogita and Prithviraj must survive."
65724	"- Kill or convert the elephants of the Yadavas."
65725	"- Win with at least 550 years remaining on the timer."
65726	"Sahariya Warrior"

//
// Prithviraj 4: "Battles of Tarain"
//

65800	"Govind Tai"
65801	"Ghorids"
65802	"Ghorids"
65803	"Ghorids"
65804	"Muhammad Ghori"
65805	"Buddhist Monks"
65806	"Buddhist Monks"
65808	"1. You are restricted to a population limit of 200.\n\n2. Train units and research technologies quickly; your enemies begin with the same amount of resources and they will not waste time.\n\n3. Although you start with a high amount of resources, do not neglect to train more Villagers. You will need a robust economy to win.\n\n4. The sooner you help the Buddhist Monks, the greater the impact of their reward.\n\n5. All of your enemies rely heavily on cavalry, making them vulnerable to Imperial Camels and spear infantry."
65809	"Your scouts report:\n\n- Prithviraj's brother, Govind Tai, commands the Rajputs defending the kingdom from the invading Ghorids. He has the treasury of Ajmer at his disposal, but the Ghorids are equally powerful.\n\n- The Ghorids belong to a multi-ethnic sultanate composed of Turks (Red), Persians (Green), and Tatars (Yellow). Each of these factions rely on cavalry armies supported by siege. The Persians train War Elephants and Knights, while the Turks and Tatars rely on large numbers of Cavalry Archers and Light Cavalry. The Tatars also benefit from their unique unit, the Keshik."
65810	"<BLUE>Govind Tai: The invaders defile our holiest symbols, my raja! Our people will lose all hope if we do not stop them!"
65811	"<BLUE>Govind Tai: My raja - my dear brother - we must hurry! The Ghorids are defiling our sacred murti."
65812	"<BLUE>Govind Tai: We have saved these murti from the Ghorid fire, but we must hurry to save others! "
65813	"<BLUE>Govind Tai: We are nearly victorious, my raja! Let us call upon the gods and charge once more into the fray!"
65814	"<BLUE>Govind Tai: Vijay! We have driven the Ghorids from our lands, my brother! Go to Sanyogita and celebrate! The poets will sing your praises for centuries!"
65815	"<BLUE>Govind Tai: My raja, some Buddhist monks to the north wish to speak with you."
65816	"<BLUE>Govind Tai: The monks have marked the locations of the relic carts on our map, my raja. "
65817	"<ORANGE>Buddhist Monk: Namaste. Our brothers were travelling with ancient relics, but they have not arrived. Bring the relic carts safely to our monastery and you will be rewarded."
65818	"<ORANGE>Buddhist Monk: It is better to live one day seeing the rise and fall of things, than to live a hundred years without ever seeing the rise and fall of things. "
65819	"-- Imperial Age research complete. --"
65820	"+ Destroy Monasteries to prevent an enemy victory."
65821	"- Bring the 3 Relic Carts to the Buddhist Monks."
65822	"+ Each Monastery you destroy resets the relic countdown."
65823	"+ Destroy Monasteries to prevent an enemy victory."
65824	"- <Variable 2>/3 Relic Carts delivered."
65825	"+ Each Monastery you destroy resets the relic countdown."
65826	"Govind Tai"
65827	"Muhammad Ghori"
65828	"Monk"

//
// Prithviraj 5: "The Legend of Prithviraj"
//

65900	"Chand Bardai"
65901	"Indian Dynasties"
65902	"Yadava"
65903	"Chola"
65904	"Pagan"
65905	"Rajas"
65908	"1. Chand Bardai is a poet, not a warrior or logistician. His lack of skill at war means you are restricted to a population limit of 100 and cannot build a Town Center or Castle.\n\n2. Protect your Villagers since you will not be able to train more.\n\n3. Take care to not cause too much destruction when attacking the Indian Dynasties. Once you convert each raja, his buildings will become yours.\n\n4. Killing a raja instead of converting him will not bring defeat, but you will not receive his buildings."
65909	"Your scouts report:\n\n- Poets have reached the courts of four dynasties—Hoysala, Kakatiya, Lambakanna, and Sena—to tell Prithviraj's tale and convince these Hindu rulers to unite in his honor.\n\n- Other factions benefit from continued disorder, however, and will try to stop Chand Bardai. The Yadava (Green) invade from the north with camels, Cavalry Archers, and Elephant Archers.\n\n- The Chola (Yellow), once rulers of South India, have been weakened by foreign wars. Nevertheless, their archers, Light Cavalry, and ships remain a threat.\n\n- Finally, Pagan (Cyan) encroaches on eastern India with Burmese infantry, elephants, Arambai, and Monks."
65910	"<BLUE>Chand Bardai: Poets have reached the courts of four great dynasties. To whom shall we tell our tale to first? Whoever we choose will help us carry Prithviraj's legend throughout India!"
65911	"<BLUE>Chand Bardai: Simply use a poet to convert one raja atop his elephant. The poet's words will convince the raja to join us."
65912	"<BLUE>Chand Bardai: Success! Our words have softened the raja's heart. Whoever wrote them must have been quite talented, don't you think?"
65913	"<BLUE>Chand Bardai: Now that we have a city, we must go forth and spread the legend of Prithviraj. But beware! The Yadava, Chola, and Pagan will stifle our efforts and must be defeated."
65914	"<BLUE>Chand Bardai: No matter what happens against the Turks, Prithviraj will be remembered for centuries! Now, I must hurry to find my raja and help him complete his destiny..."
65915	"+ Choose your starting kingdom by converting a raja."
65916	"+ Convert the remaining rajas (3 Kings remaining)."
65917	"+ Convert the remaining rajas (2 Kings remaining)."
65918	"+ Convert the remaining rajas (1 King remaining)."
65919	"+ Defeat the Yadava."
65920	"+ Defeat the Chola."
65921	"+ Defeat Pagan."
65922	"+ Choose your starting kingdom by converting a raja."
65923	"+ <Variable 1>/4 rajas converted."
65926	"+ Defeat the Yadava."
65927	"+ Defeat the Chola."
65928	"+ Defeat Pagan."
65929	"Veera Ballala"
65930	"Lakshmana Sena"
65931	"Nissanka Malla"
65932	"Prataparudra"
65933	"Poet"


//
// Battles of the Forgotten - Bukhara
//

66000	"Persian Army"
66001	"Persia"
66002	"White Huns"
66003	"Gokturks"
66004	"Hun Raiders"
66005	"Khorasan"
66008	"1. The Persian army is limited to a population of 150 and does not have access to gunpowder.\n\n2. Protect the local villages to ensure a steady flow of income.\n\n3. Paying tribute to the White Huns is not obligatory, but the White Huns are a dangerous adversary and placating them early on will give you time to build an army.\n\n4. Forming an alliance with the longtime rival of the White Huns, the Gokturks, will help you in defeating the White Huns.\n\n5. If you are low on gold, establishing a trade route with the trading post at the other end of the Silk Road will turn a great profit.\n\n6. Cavalry Archers dominate these plains - countering them with Halberdiers and Elite Skirmishers will be the most cost-effective solution. A more costly but also viable strategy is using Persian heavy cavalry and War Elephants.\n\n7. Savaran are Persian heavy cavalry that can regenerate. They come at a great price but are worth their weight in gold."
66009	"Your scouts report:\n\n- There are several small Persian villages (Orange) scattered across Khorasan. As they are on the edge of the empire, they are unprotected and vulnerable to nomadic raids.\n\n- To the north live the tribes of the Gokturks (Purple). Little is known about these nomadic people, except that they train Cavalry Archers and Light Cavalry.\n\n- To the east, the White Huns (Blue) have captured several fortifications and are threatening the Persian Empire. For now, they are satisfied with our annual tributes of gold, but sooner or later they will make open war on Persia. Their army consists of Mangudai, Light Cavalry, and Cavalry Archers, as well as swift siege engines.\n\n- The lucrative Silk Road, a trade route stretching from China to Europe, winds through this land."
66010	"<YELLOW>Persian Soldier: Those vile White Huns will bleed us dry with their excessive demands. We must bide our time for now but we will crush them once Khosrau arrives."
66011	"<ORANGE>Persian Spearman: Welcome to Khorasan. Follow me, I will lead you down this mountain pass."
66012	"<ORANGE>Persian Spearman: You can construct a small base here and collect the resources to pay off the White Huns until Khosrau arrives with his army."
66013	"<ORANGE>Persian Spearman: The Persian villages can provide you with resources, but beware of White Hunnic raiders!"
66014	"<ORANGE>Persian Villager: This is all that we can spare."
66015	"<YELLOW>Persian Soldier: Hun raiders keep attacking our trade routes on the Silk Road. We should defend the trade carts so that we do not lose the gold."
66016	"<YELLOW>Persian Soldier: The Persian army under Khosrau has arrived! We will show these White Huns the cost of meddling with the Persian Empire!"
66017	"<YELLOW>Persian Mahout: My elephant cannot wait to trample some White Huns!"
66018	"<GREEN>White Huns: We heard that you are leading your army against us? A very unwise decision that will cost you your empire!"
66019	"<PURPLE>Gokturks: Persians, we share a common enemy. Perhaps you would be interested in a temporary alliance against the White Huns?"
66020	"<PURPLE>Gokturks: So, an alliance it is? Very well. Just do not get in our way."
66021	"<PURPLE>Gokturks: With our main rivals, the White Huns, weakened, it is time that we take what is rightfully ours."
66022	"<PURPLE>Gokturks: These gold mines are ours! Stop mining here or you will face our wrath!"
66023	"<YELLOW>Persian Soldier: The true backbone of the Persian army is its heavy cavalry. We can hire these men for 1,500 gold."
66024	"<YELLOW>Savar: We will crush all enemies of the Persians!"
66025	"<BLUE>Zoroaster Monk: It is good to see fellow Persians. Our monastery is isolated and we urgently need more hands to do the heavy lifting around here. Can you help us?"
66026	"<BLUE>Zoroaster Monk: Thank you, wise one. As a sign of gratitude, you can have this relic of ours."
66027	"<PURPLE>Gokturks: You have defeated our fierce cavalry archers?! Very well, we will keep our promise and retreat behind the Oxus river."
66028	"<GREEN>White Huns: Retreat! Leave everything behind!"
66029	"<YELLOW>Persian Soldier: We have finally rid ourselves of those hefty tribute demands. The Persian Empire can prosper once more!"
66030	"<YELLOW>Persian Soldier: Khosrau was wounded! Hopefully this will not affect the morale of our army."
66031	"<GREEN>White Huns: We expect 400 gold, as usual. Refuse, and you will face the wrath of our horsemen."
66032	"<GREEN>White Huns: That will do ... for now."
66033	"<GREEN>White Huns: So, the great Khosrau himself is on his way to bring us more tribute. Very well, send us 600 gold."
66034	"<GREEN>White Huns: We knew that Persians were men of their word. You will hear from us again...soon."
66035	"<GREEN>White Huns: We are under the impression that there is more gold where that came from. We now want 1,000 gold."
66036	"<GREEN>White Huns: Our coffers are filled with Persian gold. That will be enough for now. You can run back to your little capital, Khosrau."
66037	"<GREEN>White Huns: You refuse to pay the tribute? You will pay dearly for your insolence!"
66038	"<ORANGE>Persian Villager: Hunnic raiders are attacking our villages!"
66039	"+ Wait for instructions."
66040	"+ Follow the guide down the mountain."
66041	"+ Khosrau and the rest of the Persian army will arrive once you advance to the Imperial Age."
66042	"+ Defeat the White Huns."
66043	"+ Defeat the Gokturks."
66044	"- Pay 400 gold in tribute to the White Huns or refuse and fight them. You have 5 minutes to comply."
66045	"- Pay 600 gold in tribute to the White Huns or refuse and fight them. You have 5 minutes to comply."
66046	"- Pay 1,000 gold in tribute to the White Huns or refuse and fight them. You have 5 minutes to comply."
66047	"- Bring a messenger to the Gokturk castle to form an alliance with them."
66048	"- Protect the Persian villages to keep getting their resources."
66049	"- Protect the Trade Carts and Markets of the Silk Road to keep on getting gold tributes."
66050	"- Send 5 villagers to the Fire Temple."
66051	"- Hire Savaran by tributing 1,500 gold to Khorasan (Blue)."
66052	"+ Wait for instructions."
66053	"+ Follow the guide down the mountain."
66054	"+ Advance to the Imperial Age."
66055	"+ Defeat the White Huns."
66056	"+ Defeat the Gokturks."
66057	"- Pay 400 gold to the White Huns."
66058	"- Pay 600 gold to the White Huns."
66059	"- Pay 1,000 gold to the White Huns."
66060	"- Bring a unit to the Gokturk Castle."
66061	"- Protect the Persian villages."
66062	"- Protect the Trade Carts and Markets."
66063	"- <Villagers>/5 Villagers sent to the Fire Temple."
66064	"- Hire Savaran by tributing 1,500 gold to Khorasan."
66065	"<GREEN>%d minute(s) left to pay 400 gold to the White Huns."
66066	"<GREEN>%d minute(s) left to pay 600 gold to the White Huns."
66067	"<GREEN>%d minute(s) left to pay 1,000 gold to the White Huns."
66068	"Fire Temple"

//
// Battles of the Forgotten - Dos Pilas
//

66100	"Balaj Chan K'awiil"
66101	"Dos Pilas"
66102	"Tikal"
66103	"Calakmul"
66104	"Uaxactun"
66105	"Naranjo"
66106	"Mayan Raiders"
66107	"Local Villages"
66108	"1. The Mayans of Dos Pilos are restricted to a population of 150 and cannot construct additional Town Centers. \n\n2. Be on your guard while scouting. The area around Dos Pilas is crawling with bandits. They will pick off any unwanted traveller they see.\n\n3. There are not many gold mines available. However there are different ways to accumulate gold. For example by defeating raider camps, sacking enemy cities, collecting relics or trading."
66109	"Your scouts report:\n\n- The soldiers of Balaj Chan K'awiil (Cyan) are defending a ford against the forces of Calakmul but the Calakmul army outnumbers them.\n\n- Dos Pilas (Yellow) is a small city aligned with its founding city, Tikal. Dos Pilas will train Eagle Warriors, Spearmen and Archers. \n\n- Tikal (Orange) is a huge city located to the east. They will train a host of different units like Eagle Warriors, Monks, Skirmishers and Scorpions. Their unique unit, the Slinger, will tear apart any infantry which comes near it.\n\n- Calakmul (Purple) is another colossal city, located in the north of Dos Pilas. Just as Tikal, their military will be diverse, training Eagle Warriors, Monks, Archers Swordmen and Mangonels. Their unique unit, the Jaguar Warrior, will be a pain to fight against in hand to hand combat. Taking them out from a distance with our archers is the best option.\n\n- Uaxactun (Blue) is another small city siding with Tikal. They will be training a small army of swordsmen, Spearmen, rams and Archers to fight their opponents.\n\n- Naranjo (Red) is probably the smallest city in the area. Their military consists of Eagle Warriors, Plumed Archers, mangonels and Archers. The ruler of Naranjo is not aggressive and prefers to focus on defences.\n\n- The Mayan Raiders (Green) are a pain for everyone. They roam the countryside around Dos Pilas and harass unsuspecting victims. It is believed they are being paid by either Tikal or Calakmul, or both."
66110	"<AQUA>Eagle Warrior: We are losing the ford! Quickly, retreat to Dos Pilas and warn its citizens!"
66111	"<AQUA>Eagle Warrior: Warriors from Calakmul have defeated our army! They will soon be on their way to our town. To arms!"
66112	"<AQUA>Eagle Warrior: There are five small camps of raiders in the area. Destroy them! We must show them who rules the Yucutan."
66113	"<AQUA>Eagle Warrior: We have destroyed the first camp!"
66114	"<AQUA>Eagle Warrior: Another camp is down!"
66115	"<AQUA>Eagle Warrior: Three camps have been destroyed. Well done!"
66116	"<AQUA>Eagle Warrior: We have destroyed a fourth camp!"
66117	"<AQUA>Eagle Warrior: All camps have been destroyed! Ah Chuy Kak, the god of war, will be satisfied."
66118	"<AQUA>Eagle Warrior: We are not strong enough to attack Calakmul. Our masters at Tikal have ordered us to stay on the defensive."
66119	"<AQUA>Eagle Warrior: There is a small village situated to the west of us that is currently occupied by raiders. If we liberate this village, it will support our war effort."
66120	"<AQUA>Eagle Warrior: The village has been liberated. Now we will be able to trade at its market!"
66121	"<AQUA>Eagle Warrior: Calakmul's attacks are not letting up. We'll be done for soon!"
66122	"<PURPLE>Calakmul: We hereby claim the city of Dos Pilas for the almighty city of Calakmul. Join us, or die!"
66123	"<AQUA>Eagle Warrior: Dos Pilas has fallen into the hands of our enemies! We must flee to Uaxactun and prepare a counterattack."
66124	"<AQUA>Eagle Warrior: Very well. Let us prepare to recapture Dos Pilas!"
66125	"<BLUE>Uaxactun Spearman: You are welcome to enter Uaxactun, friend of Tikal."
66126	"<AQUA>Eagle Warrior: Our town center has been destroyed!"
66127	"<AQUA>Eagle Warrior: Dos Pilas' town center has been destroyed. The city is ours once more!"
66128	"<AQUA>Eagle Warrior: Our allies at Naranjo are being attacked by the forces of Calakmul. We must help them!"
66129	"<AQUA>Eagle Warrior: Naranjo has been captured by Calakmul!"
66130	"<AQUA>Eagle Warrior: Naranjo has been defeated! They will no longer pose a threat to us."
66131	"<AQUA>Eagle Warrior: Calakmul lies in ruins. We are victorious!"
66132	"<AQUA>Eagle Warrior: Bandits have seized control of the Tikalian fortress on a cliff to the south."
66133	"<AQUA>Eagle Warrior: The bandit fortress has been destroyed!"
66134	"<AQUA>Eagle Warrior: Reinforcements from Tikal have arrived!"
66135	"<AQUA>Eagle Warrior: We fight for Calakmul from now on!"
66136	"<AQUA>Eagle Warrior: Tikal is burning. Victory is ours!"
66137	"<AQUA>Eagle Warrior: There is a Tikalian fortress situated on a cliff to the south of Uaxactun. We should destroy it immediately."
66138	"<AQUA>Eagle Warrior: The Tikalian fortress has been destroyed!"
66139	"<AQUA>Eagle Warrior: To the northeast lays the city of Naranjo, an ally of Tikal. If we take it, Tikal’s eastern gates will be vulnerable to attacks!"
66140	"<AQUA>Eagle Warrior: We have spotted a bandit camp to the south! I wonder what they are doing here..."
66141	"<AQUA>Eagle Warrior: The bandits were protecting a large gold mine. Look at all of this!"
66142	"<AQUA>Eagle Warrior: Reinforcements from Calakmul have arrived!"
66143	"-- The forces of Calakmul appear to be too strong for us. Will we accept their request and join their side? Or will we remain loyal to Tikal? --"
66144	"+ Head to Dos Pilas to warn its citizens."
66145	"+ Your Town Center must remain standing."
66146	"+ Advance to the Castle Age while holding your ground against the attacks of the Calakmulians."
66147	"+ You may now choose to remain loyal to Tikal, or surrender to Calakmul and join their side. Select the Wonder of the city you wish to side with."
66148	"+ Flee to Uaxactun in the east."
66149	"+ You have sided with Tikal. Defeat Calakmul by destroying their Wonder."
66150	"+ You have sided with Calakmul. Defeat Tikal by destroying their Wonder."
66151	"- There are five small raider camps around Dos Pilas. Destroying them would help get rid of this nuisance, and there might be gold to gain as well."
66152	"- Liberate the village in the west of the map by killing all raiders in that area."
66153	"- Recapture Dos Pilas by destroying its Town Center."
66154	"- Defend Naranjo for 15 minutes. If the city gets overwhelmed, Naranjo will be captured by Calakmul."
66155	"- Naranjo has defected to the side of Calakmul. Defeat them, we need to show what happens to the ones who join our enemies."
66156	"- Destroy the fort of Tikal on the plateau to the south of Uaxactun."
66157	"- Destroy the bandit fort on the plateau to the south of Uaxactun."
66158	"- Destroy the bandit camp to the south and find out why they are here."
66159	"+ Reach Dos Pilas."
66160	"+ Your Town Center must stay standing."
66161	"+ Advance to the Castle Age."
66162	"+ Choose a side by clicking on one of the Wonders."
66163	"+ Reach Uaxactun."
66164	"+ Defeat Calakmul."
66165	"+ Defeat Tikal."
66166	"- <DestroyedCamp>/5 bandit camps destroyed."
66167	"- Liberate the western village."
66168	"- Recapture Dos Pilas."
66169	"- Defend Naranjo."
66170	"- Defeat Naranjo."
66171	"- Destroy the Tikal fort."
66172	"- Destroy the bandit fort."
66173	"- Destroy the bandit camp."
66174	"<AQUA>You have %d minute(s) left to choose a side."
66175	"<RED>%d minute(s) left to defend Naranjo."
66176	"Wooden Tower"

//
// Battles of the Forgotten - York
//

66200	"Great Heathen Army"
66201	"Northumbria"
66202	"East Anglia"
66203	"Mercia"
66204	"Wessex"
66205	"Britons, Scots, and Welsh"
66206	"Northern Irish Kingdoms"
66207	"Southern Irish Kingdoms"
66208	"1. The Viking forces can support a population of 200 and rely exclusively on their fearsome longships for battle at sea. As this is the 9th century, gunpowder units are also unavailable.\n\n2. Avoid the local coastal settlements (marked on the minimap) when initially searching for a campsite - their defenses are too strong.\n\n3. There are 5 possible campsites (marked by flags on your minimap) - 3 in Scotland, 1 on the Isle of Man, and 1 in Southern Ireland, each with different strengths and weaknesses.\n\n4. Build up your defenses - your foes will notice the arrival of the main army and subsequently attempt to wipe out your camp.\n\n5. Each Christian village, town, and city with at least one Monastery is house to a holy Relic, for a total of 23. Destroying Monasteries, Markets, Town Centers, Cathedrals, and Wonders will grant you varying sums of gold in loot."
66209	"Your scouts report:\n\n- The vanguard of the Viking army has finally reached the British Isles, with the task of scouting the region and finding a location to establish a camp.\n\nThe British Isles are inhabited by several potential adversaries:\n\n- In the northeast, York, the heavily fortified capital of the Anglo-Saxon kingdom of Northumbria (Yellow) is the principal target of the Viking army. Northumbria trains infantry, cavalry, and Monks, and also has a navy.\n\n- The vulnerable Anglo-Saxon kingdom of East Anglia (Orange) lies to the east. Its forces are composed of swordsmen, archery units, and ships.\n\n- The formidable Anglo-Saxon kingdom of Mercia (Blue) dominates the center of the map. Mercia trains ranged units and cavalry.\n\n- Located to the southeast, the Anglo-Saxon kingdom of Wessex is by far your most dangerous adversary. Wessex relies on a variety of infantry units and has a sizeable navy.\n\n- The Briton, Scottish, and Welsh lords (Green) ruling much of the land in western Britain command fearless armies of infantry and javelineers as well as a handful of ships.\n\n- The Northern Irish Kingdoms (Purple) lie in the west of the map. Their forces consist of infantry, siege units, and warships.\n\n- The Southern Irish Kingdoms (Grey) control the southwest portion of the map. They field armies of cavalry and infantry, and have begun the construction of a navy."
66210	"<RED>Jarl: There lies our target, the fortified city of York. We must find a safe location to land and wait for the rest of our mighty brethren to arrive before we seek Valhalla together."
66211	"<RED>Viking: My lord, we have scouted the British Isles. Far-seeing Odin has shown us several sites where we can strike our tents!"
